1,396.31,80.188,24.317,72.952,1.9459
1,88.015,292.41,38.933,116.8,1.7987
1,420.33,90.547,19.987,59.961,1.5982
1,468.73,155.8,28.448,85.344,1.4494
1,511.1,95.369,20.787,62.36,1.1775
1,207.54,141.78,26.302,78.905,0.83859
1,448.07,259.09,35.996,107.99,0.79733
1,451.3,78.273,25.29,75.87,0.69933
1,198.47,212.7,28.448,85.344,0.45784
1,154.93,141.78,26.302,78.905,0.3952
1,186.86,143.62,21.618,64.854,0.34977
1,490.98,75.95,23.382,70.146,0.22277
1,201.57,49.114,18.479,55.438,0.21894
1,145.76,378.72,33.28,99.84,0.18555
1,479.92,391.58,20.787,62.36,0.17478
1,363.26,90.692,18.479,55.438,0.15194
1,172.39,129.15,19.218,57.655,0.11935
1,326.81,270.65,37.435,112.31,0.10274
1,575.23,95.544,19.987,59.961,0.0046592
2,470.24,179.04,33.28,99.84,1.6866
2,404.8,89.179,26.302,78.905,1.4053
2,430.06,100.38,21.618,64.854,1.2431
2,120.91,280.01,37.435,112.31,1.0105
2,171.38,128.82,24.317,72.952,0.9871
2,220.01,128.82,24.317,72.952,0.8606
2,485.14,70.105,23.382,70.146,0.69991
2,451.3,84.596,25.29,75.87,0.67657
2,392.41,318.72,42.11,126.33,0.66138
2,477.34,292.41,38.933,116.8,0.63738
2,121.35,58.993,20.787,62.36,0.57342
2,470.3,90.547,19.987,59.961,0.5033
2,173.05,66.254,22.483,67.448,0.47964
2,3,227,32,96,0.42211
2,210.83,57.083,19.218,57.655,0.30078
2,146.55,332.67,43.794,131.38,0.19423
2,364.15,386.63,22.483,67.448,0.15485
2,420.32,378.72,33.28,99.84,0.12958
2,186.86,100.38,21.618,64.854,0.10477
2,34.897,205.58,28.448,85.344,0.099451
3,457.83,205.14,37.435,112.31,2.3975
3,496.9,343.62,43.794,131.38,1.8585
3,148.44,215.01,29.586,88.757,1.5076
3,201.57,86.072,18.479,55.438,0.91751
3,411.83,98.904,28.448,85.344,0.883
3,435.46,111.19,21.618,64.854,0.85636
3,457.4,89.179,26.302,78.905,0.68109
3,66.216,160.95,47.368,142.1,0.51657
3,479.92,100.57,20.787,62.36,0.51304
3,127.41,67.957,21.618,64.854,0.38071
3,176.05,67.957,21.618,64.854,0.33325
3,220.01,116.66,24.317,72.952,0.12689
3,208.47,192.26,21.618,64.854,0.119
4,445.05,234.5,42.11,126.33,1.8959
4,133.7,71.875,22.483,67.448,1.305
4,426.01,122.53,25.29,75.87,1.2563
4,121.3,141.82,27.354,82.061,1.2217
4,141.58,198.47,28.448,85.344,1.1807
4,213.88,105.79,21.618,64.854,1.1372
4,476.57,111.22,22.483,67.448,1.0092
4,447.88,109.42,30.769,92.308,0.56653
4,253.92,378.72,33.28,99.84,0.53978
4,99,171,32,96,0.53427
4,179.43,78.273,25.29,75.87,0.30543
4,424.65,57.148,21.618,64.854,0.26925
4,470.94,60.634,22.483,67.448,0.21974
4,141.78,391.65,26.302,78.905,0.11867
4,187.81,194.39,26.302,78.905,0.1113
4,437.18,81.453,18.479,55.438,0.10336
5,445.16,279.37,47.368,142.1,1.5567
5,412.62,52.279,19.218,57.655,1.4919
5,170.96,170.96,30.769,92.308,1.4334
5,148.37,85.911,19.218,57.655,1.4114
5,463.22,134.98,27.354,82.061,1.1936
5,435,115,32,96,1.0994
5,66.063,329.25,42.11,126.33,1.0641
5,470.28,52.279,19.218,57.655,0.731
5,133.96,124.35,19.218,57.655,0.58736
5,127.65,44.494,18.479,55.438,0.57699
5,131,171,32,96,0.44165
5,192.26,105.79,21.618,64.854,0.43811
5,113.13,141.58,28.448,85.344,0.38881
5,308.09,280.01,37.435,112.31,0.31129
